"id","item_group_id","title","description","link","image_link","availability","price","condition","brand","mpn","identifier_exists","google_product_category","product_type","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","shipping_weight","shipping_length","shipping_width","shipping_height","return_policy_label"
"817865024023","4212","Shelf Brackets by Dugout Creek Designs - southwest-star, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5484","https://api.brakebee.com/temp_images/products/1234568020-5484-1762470658054-737410437.jpeg","in stock","73.00 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865020469","4212","Shelf Brackets by Dugout Creek Designs - pine-tree, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5485","https://api.brakebee.com/temp_images/products/1234568020-5485-1762470658169-254533344.jpeg","in stock","73.00 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023866","4212","Shelf Brackets by Dugout Creek Designs - Bear, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5486","https://api.brakebee.com/temp_images/products/1234568020-5486-1762470658282-4872082.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865024030","4212","Shelf Brackets by Dugout Creek Designs - Wolf, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5487","https://api.brakebee.com/temp_images/products/1234568020-5487-1762470658396-57066238.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865020445","4212","Shelf Brackets by Dugout Creek Designs - Moose, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5488","https://api.brakebee.com/temp_images/products/1234568020-5488-1762470658510-582239938.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865024016","4212","Shelf Brackets by Dugout Creek Designs - southwest-star, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5489","https://api.brakebee.com/temp_images/products/1234568020-5489-1762470658623-685351515.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865020452","4212","Shelf Brackets by Dugout Creek Designs - pine-cone, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5490","https://api.brakebee.com/temp_images/products/1234568020-5490-1762470658738-936477999.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023859","4212","Shelf Brackets by Dugout Creek Designs - Pheasant, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5491","https://api.brakebee.com/temp_images/products/1234568020-5491-1762470658852-899404603.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023828","4212","Shelf Brackets by Dugout Creek Designs - pine-tree, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5492","https://api.brakebee.com/temp_images/products/1234568020-5492-1762470658968-316699665.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023842","4212","Shelf Brackets by Dugout Creek Designs - aspen-leaf, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5493","https://api.brakebee.com/temp_images/products/1234568020-5493-1762470659081-803475675.jpeg","in stock","73.00 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865020438","4212","Shelf Brackets by Dugout Creek Designs - Bear, rust-patina by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5494","https://api.brakebee.com/temp_images/products/1234568020-5494-1762470659197-9345366.jpeg","in stock","73.00 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023835","4212","Shelf Brackets by Dugout Creek Designs - pine-cone, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5495","https://api.brakebee.com/temp_images/products/1234568020-5495-1762470659313-34683320.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","4.60 lbs","13.00 in","13.00 in","4.00 in","no_returns"
"817865023811","4212","Shelf Brackets by Dugout Creek Designs - music-notes, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5496","https://api.brakebee.com/temp_images/products/1234568020-5496-1762470823203-375927618.jpeg","in stock","73.00 USD","new","Dugout Creek Designs","","no","","","","","","","","","","","","no_returns"
"817865026232","4212","Shelf Brackets by Dugout Creek Designs - maple-leaf, hammered-black by Dugout Creek Designs","These Metal Art Shelf Brackets by Dugout Creek Designs add a stylish touch to your shelves and to your home. Each design is intricately cut from high-quality steel in the USA, handmade by experienced artisans. They were made with the idea of leaving a subtle yet beautiful impression on the shelves in a space, so each time you walk by or use the shelf. Included with any one purchase are two themed shelf brackets of your choice. With 10 styles to choose from, you'll find a design to fit your home. These come in either a hammered black or rust patina finish – the former is perfect for modern spaces while the latter suits more rustic-style decor. Decorate your shelves with these stylish shelf brackets. They maintain a clear coating, so they don’t lose their color, and they are perfectly suited for any shelf, porch post, or even a doorway – especially if you want to add humble character to your home.","https://brakebee.com/products/5497","https://api.brakebee.com/temp_images/products/1234568020-5497-1762470823318-918147655.jpeg","in stock","94.50 USD","new","Dugout Creek Designs","","no","","","","","","","","","","","","no_returns"
"817865020667","4213","Leaf by Dugout Creek Designs","If you love fall then you will doubtless love this handcrafted Leaf by Dugout Creek Designs wall decor and table top decor! Each leaf is handcrafted to perfection to mimic the shape of leaves as they fall from the trees and to the ground. This leaf wall decor is available in different kinds of leaves so you can really feel the fall inside your home. You can hang the leaves as a wall decor or bunch them up to create an indoor autumn leaf pile. These are versatile decor that you can use in whichever creative way you can think of. Grab your own Leaf decor now!","https://brakebee.com/products/5498","https://api.brakebee.com/temp_images/products/1234568020-5498-1762470660237-912839451.jpeg","in stock","44.80 USD","new","Dugout Creek Designs","","no","","","","","","","","","16.00 in","16.00 in","4.00 in","no_returns"
"817865020674","4213","Leaf by Dugout Creek Designs","If you love fall then you will doubtless love this handcrafted Leaf by Dugout Creek Designs wall decor and table top decor! Each leaf is handcrafted to perfection to mimic the shape of leaves as they fall from the trees and to the ground. This leaf wall decor is available in different kinds of leaves so you can really feel the fall inside your home. You can hang the leaves as a wall decor or bunch them up to create an indoor autumn leaf pile. These are versatile decor that you can use in whichever creative way you can think of. Grab your own Leaf decor now!","https://brakebee.com/products/5499","https://api.brakebee.com/temp_images/products/1234568020-5499-1762470660354-784802464.jpeg","in stock","44.80 USD","new","Dugout Creek Designs","","no","","","","","","","","2.25 lbs","16.00 in","16.00 in","4.00 in","no_returns"
"817865020629","4213","Leaf by Dugout Creek Designs","If you love fall then you will doubtless love this handcrafted Leaf by Dugout Creek Designs wall decor and table top decor! Each leaf is handcrafted to perfection to mimic the shape of leaves as they fall from the trees and to the ground. This leaf wall decor is available in different kinds of leaves so you can really feel the fall inside your home. You can hang the leaves as a wall decor or bunch them up to create an indoor autumn leaf pile. These are versatile decor that you can use in whichever creative way you can think of. Grab your own Leaf decor now!","https://brakebee.com/products/5500","https://api.brakebee.com/temp_images/products/1234568020-5500-1762470660468-696362325.jpeg","in stock","44.80 USD","new","Dugout Creek Designs","","no","","","","","","","","","16.00 in","16.00 in","4.00 in","no_returns"
"817865020650","4213","Leaf by Dugout Creek Designs","If you love fall then you will doubtless love this handcrafted Leaf by Dugout Creek Designs wall decor and table top decor! Each leaf is handcrafted to perfection to mimic the shape of leaves as they fall from the trees and to the ground. This leaf wall decor is available in different kinds of leaves so you can really feel the fall inside your home. You can hang the leaves as a wall decor or bunch them up to create an indoor autumn leaf pile. These are versatile decor that you can use in whichever creative way you can think of. Grab your own Leaf decor now!","https://brakebee.com/products/5501","https://api.brakebee.com/temp_images/products/1234568020-5501-1762470660583-366407174.jpeg","in stock","44.80 USD","new","Dugout Creek Designs","","no","","","","","","","","","16.00 in","16.00 in","4.00 in","no_returns"
"799975107677","4214","Cheerleading Word by Dugout Creek Designs","Whether you're a cheerleader, a coach, or a cheer-parent, this Cheerleading Word by Dugout Creek Designs Metal Art Decor is sure to be a win in any space with its classic typography and simple cheerleading-themed design. The word ""CHEERLEADING"" is in capitalized text, and replacing the ""A"" letter is a megaphone to complement the theme of this metal art piece. It would look spectacular in a themed room, such as a cheerleading trophy room, or even as a simple wall addition to a bedroom. The Cheerleading Word Metal Art comes in a hammered black or hammered silver color. Choose one that matches your style or decor.","https://brakebee.com/products/5503","https://api.brakebee.com/temp_images/products/1234568020-5503-1762470661160-162896739.jpeg","in stock","34.00 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828257","4214","Cheerleading Word by Dugout Creek Designs","Whether you're a cheerleader, a coach, or a cheer-parent, this Cheerleading Word by Dugout Creek Designs Metal Art Decor is sure to be a win in any space with its classic typography and simple cheerleading-themed design. The word ""CHEERLEADING"" is in capitalized text, and replacing the ""A"" letter is a megaphone to complement the theme of this metal art piece. It would look spectacular in a themed room, such as a cheerleading trophy room, or even as a simple wall addition to a bedroom. The Cheerleading Word Metal Art comes in a hammered black or hammered silver color. Choose one that matches your style or decor.","https://brakebee.com/products/5504","https://api.brakebee.com/temp_images/products/1234568020-5504-1762470661276-414803217.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"799975107646","4215","Cross Country by Dugout Creek Designs","Do you love cross country? Are you a fan of watching the sport, or do you compete? Regardless, this Cross Country by Dugout Creek Designs Metal Art is an excellent gift idea for yourself or a friend who also loves the sport. This metal art decor features classic text typography of ""CROSS COUNTRY"" capitalized, and spacing the two words is a true symbol of the athleticism. This aspect is a running shoe/foot with a wing extending from it - because running cross country truly can feel like you are flying! Crafted from quality steel material, the Cross Country Word Metal Art comes in either a hammered black or hammered silver color - both equally decorative and stylish.","https://brakebee.com/products/5505","https://api.brakebee.com/temp_images/products/1234568020-5505-1762470661731-625604357.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"796762868933","4215","Cross Country by Dugout Creek Designs","Do you love cross country? Are you a fan of watching the sport, or do you compete? Regardless, this Cross Country by Dugout Creek Designs Metal Art is an excellent gift idea for yourself or a friend who also loves the sport. This metal art decor features classic text typography of ""CROSS COUNTRY"" capitalized, and spacing the two words is a true symbol of the athleticism. This aspect is a running shoe/foot with a wing extending from it - because running cross country truly can feel like you are flying! Crafted from quality steel material, the Cross Country Word Metal Art comes in either a hammered black or hammered silver color - both equally decorative and stylish.","https://brakebee.com/products/5506","https://api.brakebee.com/temp_images/products/1234568020-5506-1762470661844-139877321.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828264","4216","Dance Word by Dugout Creek Designs","If you're a competitive dancer or you simply enjoy dancing (in your bedroom alone, we get it), this Dance Word by Dugout Creek DesignsMetal Art piece is a perfect gift idea for yourself or a friend. The design features the word ""Dance"" in cursive typography for a sleek yet elegant look. It would look lovely in a bedroom or trophy room where you keep your dancing trophies. Alternatively, you could hang the Dance Word Metal Art decor up on the wall at a dancing room where you teach dance classes to help inspire your students. There are various ways you could use this themed decor! The Dance Word Metal Art is crafted from quality steel by the hands of our artisans in the USA and comes in a classic hammered black or dazzling hammered silver color.","https://brakebee.com/products/5507","https://api.brakebee.com/temp_images/products/1234568020-5507-1762470662302-232711514.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828400","4216","Dance Word by Dugout Creek Designs","If you're a competitive dancer or you simply enjoy dancing (in your bedroom alone, we get it), this Dance Word by Dugout Creek Designs Metal Art piece is a perfect gift idea for yourself or a friend. The design features the word ""Dance"" in cursive typography for a sleek yet elegant look. It would look lovely in a bedroom or trophy room where you keep your dancing trophies. Alternatively, you could hang the Dance Word Metal Art decor up on the wall at a dancing room where you teach dance classes to help inspire your students. There are various ways you could use this themed decor! The Dance Word Metal Art is crafted from quality steel by the hands of our artisans in the USA and comes in a classic hammered black or dazzling hammered silver color.","https://brakebee.com/products/5508","https://api.brakebee.com/temp_images/products/1234568020-5508-1762470662415-806946940.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828486","4217","Football Word Decor by Dugout Creek Designs","This creative Football Word Decor by Dugout Creek Designs Metal Art replaces the two “o” letters in the word “FOOTBALL” with two actual footballs for a fun display. The word uses classic typography for a simple yet characterful impression. The Football Word Metal Art is best suited to themed rooms or for those who have a deep love for the sport. Whether you’re a fan, competitive player, or coach, this is an excellent gift idea for yourself or others. Crafted in the USA using high-quality steel and expert metalworkers, the Football Word Metal Art piece is made by hand and comes in a hammered black or hammered silver finishes to match your style.","https://brakebee.com/products/5509","https://api.brakebee.com/temp_images/products/1234568020-5509-1762470662873-785504187.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"799975107691","4217","Football Word Decor by Dugout Creek Designs","This creative Football Word Decor by Dugout Creek Designs Metal Art replaces the two “o” letters in the word “FOOTBALL” with two actual footballs for a fun display. The word uses classic typography for a simple yet characterful impression. The Football Word Metal Art is best suited to themed rooms or for those who have a deep love for the sport. Whether you’re a fan, competitive player, or coach, this is an excellent gift idea for yourself or others. Crafted in the USA using high-quality steel and expert metalworkers, the Football Word Metal Art piece is made by hand and comes in a hammered black or hammered silver finishes to match your style.","https://brakebee.com/products/5510","https://api.brakebee.com/temp_images/products/1234568020-5510-1762470662986-794725078.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"731236257325","4218","Golfing Word by Dugout Creek Designs","Golfers of any age or gender can delight in this Golfing Word by Dugout Creek Designs Metal Art Decor for their home, trophy room, bedroom, or even as a gift for a friend. The design displays the word “GOLFING” in capital letters with classic typography, replacing the “F” letter with a golf flag to compliment the theme. This Golfing Word Metal Art Decor is crafted from quality steel in the USA, entirely from hand using precision metalworking techniques for an excellent result. This piece, in particular, would interest golfing fans, enthusiasts, or competitive players of the sport, thus making it a suitable “themed” gift idea. Available in hammered black or hammered silver, you can coordinate the perfect golfing themed room with this Golfing Word Metal Art Decor!","https://brakebee.com/products/5511","https://api.brakebee.com/temp_images/products/1234568020-5511-1762470663444-16248870.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828462","4218","Golfing Word by Dugout Creek Designs","Golfers of any age or gender can delight in this Golfing Word by Dugout Creek Designs Metal Art Decor for their home, trophy room, bedroom, or even as a gift for a friend. The design displays the word “GOLFING” in capital letters with classic typography, replacing the “F” letter with a golf flag to compliment the theme. This Golfing Word Metal Art Decor is crafted from quality steel in the USA, entirely from hand using precision metalworking techniques for an excellent result. This piece, in particular, would interest golfing fans, enthusiasts, or competitive players of the sport, thus making it a suitable “themed” gift idea. Available in hammered black or hammered silver, you can coordinate the perfect golfing themed room with this Golfing Word Metal Art Decor!","https://brakebee.com/products/5512","https://api.brakebee.com/temp_images/products/1234568020-5512-1762470663556-998424850.jpeg","in stock","34.00 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828622","4219","Gymnastics Word by Dugout Creek Designs","Gymnastics is not an easy sport. It takes hard work, persistence, dedication, physical/mental strength, and courage to be able to compete or even practice in the world of gymnastics. Our Gymnastics Word by Dugout Creek Designs Metal Art piece was inspired by this phenomenal sport.  It featuring the capitalized word “GYMNASTICS” in a classic typography. The Gymnastics Word Metal Art piece is perfect for gymnasts, coaches, and fans alike. You can hang it in your room for motivation, in a trophy room for a themed effect, or even at the gymnasium for inspiration and to match the atmosphere. Handcrafted in the USA using high-quality steel, this is truly a must-have for anyone in love with gymnastics.  It also makes a wonderful gift idea. Purchase it in either a hammered black or hammered silver.","https://brakebee.com/products/5513","https://api.brakebee.com/temp_images/products/1234568020-5513-1762470664010-89546063.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"799975107608","4219","Gymnastics Word by Dugout Creek Designs","Gymnastics is not an easy sport. It takes hard work, persistence, dedication, physical/mental strength, and courage to be able to compete or even practice in the world of gymnastics. Our Gymnastics Word by Dugout Creek Designs Metal Art piece was inspired by this phenomenal sport.  It featuring the capitalized word “GYMNASTICS” in a classic typography. The Gymnastics Word Metal Art piece is perfect for gymnasts, coaches, and fans alike. You can hang it in your room for motivation, in a trophy room for a themed effect, or even at the gymnasium for inspiration and to match the atmosphere. Handcrafted in the USA using high-quality steel, this is truly a must-have for anyone in love with gymnastics.  It also makes a wonderful gift idea. Purchase it in either a hammered black or hammered silver.","https://brakebee.com/products/5514","https://api.brakebee.com/temp_images/products/1234568020-5514-1762470664123-359021238.jpeg","in stock","34.00 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828660","4220","Hockey Word by Dugout Creek Designs","Instead of telling everyone how much you love hockey, why not show them with this Hockey Word by Dugout Creek Designs metal art decor? Whether you’re a fan of the sport or you play it as a passion, you can use this decor to express it in a unique way. The Hockey Word Metal Art Piece can be hung in a themed room, such as a trophy or sports room, you can hang it up at school to inspire the students to play, or you could even gift it to a friend who loves Hockey! Crafted from steel in a classic style of typography, this Hockey-inspired metal art decor isn’t just a high-quality visual, but it’s also a very durable creation. Our talented metal artisans have shaped this piece by hand, forming the word “Hockey” with the “o” replaced by a hockey puck. Choose from a hammered black or hammered silver color to begin your order.","https://brakebee.com/products/5515","https://api.brakebee.com/temp_images/products/1234568020-5515-1762470664580-445325933.jpeg","in stock","44.25 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828424","4220","Hockey Word by Dugout Creek Designs","Instead of telling everyone how much you love hockey, why not show them with this Hockey Word by Dugout Creek Designs metal art decor? Whether you’re a fan of the sport or you play it as a passion, you can use this decor to express it in a unique way. The Hockey Word Metal Art Piece can be hung in a themed room, such as a trophy or sports room, you can hang it up at school to inspire the students to play, or you could even gift it to a friend who loves Hockey! Crafted from steel in a classic style of typography, this Hockey-inspired metal art decor isn’t just a high-quality visual, but it’s also a very durable creation. Our talented metal artisans have shaped this piece by hand, forming the word “Hockey” with the “o” replaced by a hockey puck. Choose from a hammered black or hammered silver color to begin your order.","https://brakebee.com/products/5516","https://api.brakebee.com/temp_images/products/1234568020-5516-1762470664694-342774429.jpeg","in stock","34.00 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
"700371828479","4221","Ice Skating Word by Dugout Creek Designs","Express your love for ice-skating as a passion or competitor with this Ice Skating Word by Dugout Creek Designs. Outlined in classic, simple typography is the word ""ice skating"".   The ""G"" letter replaced by an ice skate shape for a decorative touch. This word is made in the USA using high-quality steel. The Ice Skating Word Metal Art Piece would fit in well where other sports-themed decorations reside.  Alternatively, it also makes an excellent gift idea for ice-skating enthusiasts.  It also works as a decorative touch to ice-skating rinks that lack style. Choose from the color options of hammered black or hammered silver.  Create a fun, ice-skating mood with this stunningly simple metal art piece.","https://brakebee.com/products/5517","https://api.brakebee.com/temp_images/products/1234568020-5517-1762470665146-224808751.jpeg","in stock","34.00 USD","new","Dugout Creek Designs","","no","","","","","","","","1.11 lbs","24.00 in","8.00 in","4.00 in","no_returns"
